id_restaurant,restaurant_name,phone,street,building,id_cuisine,id_geography
41694328,EL TORO BLANCO,2126450193,DOWNING STREET,10,53,11240
50089476,TACOS AZTECA,3476456233,EAST  184 STREET,537,53,22052
40998581,TRUMP CAFE & GRILL,2127157290,5 AVENUE,725,2,17245
50000810,Tower Diner,7184597000,QUEENS BOULEVARD,98-95,2,10882
50041154,FAHR FRESH AND HOT PIZZA,6319439514,ORCHARD STREET,117,62,9536
50048850,THE HOP SHOPPE,7184483400,VAN DUZER STREET,372,2,2089
50032780,ABITINO'S PIZZA(CONCOURSE C),7182441344,JFK INTERNATIONAL AIRPORT,"",62,23056
50052717,TOP OCEAN CHINESE RESTAURANT,7186286288,8 AVENUE,6909,19,2152
50003770,FULEEN SEAFOOD RESTAURANT,2129416888,DIVISION STREET,11,19,8614
50045568,STEINWAY COFFEE SHOP,7183617770,STEINWAY ST,3410,2,15773
40380164,CUCHIFRITOS,7183674500,E. 188 TH ST,158,76,22175
41636931,GOTHAM CAFE,2127170457,2 AVENUE,1298,26,18061
50045921,MOCHA MOCHA COFFEE,7184911300,4 AVENUE,8602,13,1811
50062967,J LOFT,3474057799,EAST   45 STREET,1055,2,2504
50075824,CARIBBEAN STARR,9172617668,LENOX AVENUE,280,16,20183
50078286,BRICKLYN PIZZA,7187585858,HANCOCK STREET,1240,62,6353
41293446,BOCCA,2123871200,EAST   19 STREET,39,46,12353
50003699,KONDITORI,3476898471,WASHINGTON AVENUE,696,13,4865
40835721,IRVING FARM,2129955252,IRVING PLACE,71,2,12182
41708952,BEIJING STYLE BARBEQUE,9176210210,BOWNE STREET,41-83,19,16027
41698771,YUMMY YUMMY BROOKLYN,7189272900,ROCKAWAY PARKWAY,1349,19,3247
41703763,ONE THAI CHEF,2122659600,WEST   44 STREET,339,80,16362
50041455,DUNKIN' DONUTS,7188584218,LIVINGSTON STREET,322,27,5953
50058475,YI MIN RESTAURANT,7186336723,FORT HAMILTON PARKWAY,3821,19,3075
50074933,NYC HEALTH BAR,9174090317,2 AVENUE,1319,49,18133
41537807,LIBERTY DINER,7188236800,WILLIAMSBRIDGE ROAD,2059,2,22048
41348712,THE CORE CLUB,2124866600,EAST   55 STREET,60,2,16795
40885643,APPLEBEE'S,7187694889,EMMONS AVENUE,2505,2,484
41400695,GOLDEN CARRIAGE,7185396616,FARRINGTON STREET,3527,50,17592
50012067,MIKE'S DINER,9175314743,31 STREET,22-37,2,18832
50045851,ROAST KITCHEN,9174976029,8 AVENUE,520,2,15184
41358451,ZEREGA LITTLE VIENNA DELI,7188295011,ZEREGA AVENUE,1130,26,21068
41613057,RECOVERY ROOM,9179126984,BOOTH MEMORIAL AVENUE,13522,2,14007
40943621,REDD'S TAVERN,7182189429,GRAND STREET,511,2,8202
41564417,VIVA TORO,7183842138,BERRY STREET,188,53,9062
41701548,TWO-BITS RETRO ARCADE,2124778161,ESSEX STREET,153,2,9802
50032967,EL TORITO MEXICAN RESTAURANT,7182392228,CRUGER AVENUE,2132,53,21988
40921141,ALBERTO'S,7182687860,METROPOLITAN AVENUE,98-31,46,8182
40380592,MONTERO BAR & GRILL,6467294129,ATLANTIC AVENUE,73,2,6217
41563537,BENITO ONE,2122269171,MULBERRY STREET,174,46,9718
41161344,GOTTA GETTA BAGEL OF QUEENS,7187931640,71 AVENUE,10709,6,9740
40948362,FRANCHIA,2122131001,PARK AVENUE,12,82,13959
50064740,THE COMMISSIONER TAVERN,3476893968,5 AVENUE,247,2,4653
41456541,BUDDY'S KOSHER DELI,7186312110,73 AVENUE,21501,48,12662
41446174,L.I.E. HOT BAGEL,7182297101,HORACE HARDING EXPRESSWAY,210-25,6,13747
50063768,UGU,7188570222,MYRTLE AVENUE,541B,4,6495
40606772,GEMINI DINER,2125322143,2 AVENUE,641,2,13507
41204942,CACIO E VINO,2122283269,2 AVENUE,80,46,10662
50016900,EYES ON HUDSON CAFE,2126316033,WEST   43 STREET,643,13,17106
50048350,TASTE OF THE CITY FRESH GRILL,7184841776,FLATBUSH AVENUE,1368,24,2633
40747192,NONIS COFFEE SHOP,7186010032,RIVERDALE AVENUE,5921,2,23050
41092640,CMOLOVAR,7187870120,AVENUE U,813,66,832
50072791,MALA PROJECT,9172617520,WEST   46 STREET,41,19,15846
50001952,FORNINO,3474468521,BROOKLYN BRIDGE PARK,PIER 6,63,7067
50084860,THAI ME,7189755190,BROADWAY,918,80,6737
50009555,VLIFE,2127601900,7 AVENUE,348,82,14109
41694199,LA BAGUETTE SHOP,7187584330,ROCKAWAY PARKWAY,1836,7,2673
41590276,NUM PANG KITCHEN,2128678889,EAST   41 STREET,140,69,14616
50037726,GREAT WALL RESTAURANT,7183228604,ROCKAWAY BLVD,14612,19,4517
41126295,O' LA BLANCA,7182042511,STEINWAY STREET,28-04,28,17879
50038565,DISH FOOD & EVENTS,3474550077,NORTH   14 STREET,190,26,10170
40389807,CHAMP GOURMET,2123634000,BROAD STREET,30,2,7620
50088929,BONNIE'S ROTI SHOP,3474139500,LIBERTY AVENUE,1062,16,4977
41627867,DAVIDSTEA,2124148599,BLEECKER STREET,275,13,11576
50000548,NEW GOOD TASTE CHINESE RESTAURANT,9173269378,EAST  161 STREET,281,19,20831
50043327,HAND PULL NOODLE & DUMPLING HOUSE,7182326191,18 AVENUE,7201,19,1479
50038412,TWIN SISTER PAN,9173617189,8TH AVE,6319,19,2328
50050835,SUBWAY,7187799166,ROOSEVELT AVE,6025,68,13546
50034535,DESERT RAIN LOUNGE,7188801854,METROPOLITAN AVE,10729,2,8015
50053803,NEW GARDEN CHINESE RESTAURANT,7187788496,EAST NEW YORK AVENUE,850,19,3888
40853915,VISTA HERMOSA RESTAURANT,7188609674,EVERGREEN AVENUE,1201,53,20959
50013970,CAFFE BENE,2015431827,WEST   32 STREET,39,13,14034
41390152,FIVE GUYS FAMOUS BURGERS AND FRIES,7189433483,WOODHAVEN BOULEVARD,7325,37,8063
41467086,SUBWAY,2125825800,11 AVENUE,735,68,18121
50090510,RICO POLLO III,7186860079,5 AVENUE,4523,76,3277
41691907,COMA BUENO RESTAURANT,2126654552,COLUMBUS AVENUE,944,51,19935
40999185,GAETANA'S CUCINA ITALIANA,2126753913,CHRISTOPHER STREET,143,46,11728
50058951,JAJAJA PLANTAS MEXICANA,6468835453,EAST BROADWAY,162,82,8587
50046268,MAISON KAYSER,7182549600,COURT STREET,57,33,6309
50095050,GREEK GRILL TAVERNA,7183662001,FRESH POND RD,6517,36,8012
41442391,LE P'TIT PARIS BISTRO,7183693590,PROSPECT PARK WEST,256,33,3738
41664779,D'ALESSANDRO'S CORNER GRILL,7182247455,BELL BOULEVARD,3935,2,17784
50077169,SERENDIPITY 3,2128383531,EAST   60 STREET,225,2,17082
50033788,HUNAN DELIGHT,2126288161,YORK AVENUE,1467,4,18472
40586000,ZARO'S BREAD BASKET,2122920162,EAST   42 STREET,89,7,14905
41630619,ONE MILE HOUSE,6465590702,DELANCY STREET,1012,2,9158
41096895,JIMBO'S HAMBURGER PALACE,2124918290,WEST  154 STREET,301,2,20966
50073592,MUNDO FELIZ (HERBALIFE),2033565041,ROOSEVELT AVE,10450,49,14556
50002548,CARIFESTA RESTAURANT,7183252261,WHITE PLAINS ROAD,4251,16,22966
50093886,220 CENTRAL PARK SOUTH,2122025650,CENTRAL PARK SOUTH,220,2,18136
50088312,MUMBAI PLACE,7183987776,VANDERBILT AVENUE,655,42,4887
50098297,HUNTSPOINT CHINESE RESTAURANT,7183782056,SOUTHERN BOULEVARD,901,58,20617
40939686,KATRA,2124733113,BOWERY,217,23,9990
50101483,EISENBERG'S,2128107235,WEST   52 STREET,152,68,17119
50000918,CHIPOTLE MEXICAN GRILL,6462139431,1ST AVENUE,1288-1290,53,18010
50078162,303 GOLDEN STAR KITCHEN,7183638886,SCHENECTADY AVENUE,303,19,4137
41566334,THE ANCHORED INN,7185763297,WATERBURY STREET,57,2,7986
50064356,ROAST KITCHEN,6469129920,WEST   57 STREET,209,2,17981
41699711,KOREAN NOODLE HOUSE,7182251210,NORTHERN BOULEVARD,210-09,50,16480
50008129,COCO FRESH TEA & JUICE,3477306730,BROADWAY,86-55,13,12262
50005081,NEW WOKS KITCHEN,7184612383,KISSENA BLVD,6006,19,12540
50004377,AREPAS CAFE,7189373835,36TH AVE,3307,51,15625
40568734,BLEECKER STREET BAR,2123340244,BLEECKER STREET,58,2,10579
50054660,PINTO GARDEN,2123665455,WEST   10 STREET,117,80,11986
50057010,ARTICHOKE BASILLE'S PIZZA,3476626108,4 AVENUE,9102,62,1660
41092705,ALLIANCE BERNSTEIN,2129696179,AVENUE OF THE AMERICAS,1345,2,17270
50085240,YSL BAKERY,7188860675,41ST AVE,13685,7,16283
41350171,"BURGER KING, POPEYES",7189693423,UNION TURNPIKE,16417,37,9978
50042387,RUSS & DAUGHTERS AT THE JEWISH MUSEUM,6467956224,5TH AVE,1109,48,19439
41379435,MI CASA BAKERY,7187337895,EAST  200 STREET,18,7,22628
40927055,P & M CLASSIC PIZZA & RESTAURANT,2129263155,AMSTERDAM AVENUE,1747,63,20859
50097772,MAXI'S NOODLE,6463026067,38 AVENUE,135-11,58,16677
50010736,THINK COFFEE,2122552817,6 AVENUE,568,13,12383
40483540,WALTER READE THEATER,2128755201,LINCOLN CENTER PLAZA,70,2,18616
50056980,FAZIO'S,3475293222,KNICKERBOCKER AVENUE,709,63,6534
41444651,TRIONA'S,2129825222,SULLIVAN STREET,237,45,11274
50007228,COLONIA VERDE,6463704477,DEKALB AVENUE,219,61,6069
50074561,AVOCADO SUSHI II,3474051970,HYLAN BOULEVARD,1919,4,468
41685431,ZEE BAGELS,3475548700,AVENUE U,2803,6,934
50079330,YU KITCHEN,3473355202,BROADWAY,2656,19,19850
50047011,PITKINS FISH & CHICKEN,7184411095,JAMAICA AVE,9202,17,6434
50033491,COMMONS CAFE,9172168754,ATLANTIC AVENUE,388,2,5876
41232741,TIO PIO WEST,2122396633,WEST   36 STREET,46,51,14607
41144145,TROPIX BAR & LOUNGE,7182750024,QUEENS BOULEVARD,95-32,2,11430
40824688,LA VIENESA SPANISH BAKERY,7187862924,QUEENS BOULEVARD,3944,7,13244
50067755,CURRY INDIA RESTAURANT,9172614903,WEST   49 STREET,148,42,16555
50001649,THE EAST POLE,2122492222,EAST   65 STREET,133,2,18022
50086520,HUDSON BAGEL,2122451200,9 AVENUE,691,26,17092
40895766,THE LIBERTY CAFE (S.I. NEWHOUSE),7182738400,WHITEHALL FERRY TERMINAL,12,6,7036
41629236,PIM POLLO,7182055508,JUNCTION BOULEVARD,32-39,51,16070
50050259,CHOPSTIX,7182381300,5 AVENUE,8405,19,1814
41174075,PYZA RESTAURANT,7183498829,NASSAU AVENUE,118,64,10320
50099531,BRISKET BROTHERS,9179091979,FULTON STREET,690,2,5779
41688644,MY JUICE SPOT  AT ZUCCA BUCA FROZEN YOGURT,7184798229,UNION TURNPIKE,18816,41,11171
41040222,EL RINCONCITO DE NAGUA,7182960026,JAMAICA AVENUE,76-20,51,6248
50075156,ROMANTICOS,9172800890,ROOSEVELT AVENUE,76-07,11,13863
50005586,EFFYS CAFE,2122806200,WEST   96 STREET,104,48,19724
50015035,AUNTIE ANNE'S PRETZELS,5164588020,COOPER AVE,8000,6,7993
41502332,EL NUEVO POLLO RESTURANT #2,3478105304,MORRIS PARK AVENUE,651,51,21582
50071496,SERVICE BAR 8,7182153308,ROCKAWAY BOULEVARD,110-00,11,4923
50076259,BANHMIGOS,7183993812,LINCOLN PLACE,178,83,4705
50013398,MARTA,2126513800,EAST   29 STREET,29,46,13359
50044051,FRESH & CO,2128672333,LEXINGTON AVENUE,475,69,15246
50057272,11 HANOVER GREEK,2127854000,HANOVER SQ,11,36,7548
50018558,CAVIAR HOUSE & PRUNIER SEAFOOD BAR,7187514800,JFK INTERNATIONAL AIRPORT,"",71,23056
41117086,SABOR A MEXICO II,2124398301,EAST   77 STREET,233,53,18637
50004261,BABY'S ALL RIGHT,7185995800,BROADWAY,146,2,8096
40816884,HSBC BANK,2125258981,5TH AVE FL 11TH,452,2,14943
50004298,NUCHAS,2129120035,WEST   32 STREET,97,76,14159
41635390,DON ALEX RESTAURANT,7182751112,64 AVENUE,9705,61,11287
50061440,ARCADIA,3477306181,ASTORIA BLVD,1221,2,18594
41374707,FRESH & CO,2127688080,6 AVENUE,1211,2,16233
41181385,EL DESPERTAR MARLENE,7188930324,PROSPECT AVENUE,849,51,20639
50051365,SABROSURA,7185971344,CASTLE HILL AVENUE,1200,76,21099
50062979,EL CARBONCITO RESTAURANT,7188938211,WATSON AVENUE,1524,53,20849
50060971,KATCH,9143200307,NEWTOWN AVE,3119,2,18168
50053175,CASA APICII,9175730571,WEST    9 STREET,62,46,11893
50044817,619 BAR & RESTAURANT EL SALVADORENO,6466378179,EAST  151 STREET,395,51,20546
50067018,E Noodle House,6467158153,ROOSEVELT AVENUE,136-20,19,16540
50007098,MANAA SOULFOOD RESTAURANT,7189222744,ROCKAWAY AVENUE,478,72,4177
41245794,EVIL OLIVE PIZZA BAR,7183870707,UNION AVENUE,198,62,7632
50071707,KITH RETAIL,6467083456,LAFAYETTE STREET,337,49,10555
40810032,AL-MEHRAN RESTAURANT,7185235533,PARSONS BOULEVARD,87-46,42,7886
50083089,BUONA NOTTE,2129651111,MULBERRY STREET,120,46,9246
50050390,PANDA EXPRESS,7189970262,METROPOLITAN AVE,9004,19,8289
50071161,ABAYA THAI CUISINE,2128683399,WEST   36 STREET,318,80,15227
41436770,PIZZA HAVEN,2125693720,BROADWAY,4942,62,22500
50080540,NEW MAY MAY KITCHEN,2124201328,CLINTON STREET,181,19,8885
41553996,SOL DE QUITO RESTAURANT,7184174174,IRVING AVENUE,189,76,7100
40510647,ROTI CORNER RESTAURANT,7186577908,HILLSIDE AVENUE,180-18,16,8445
40387237,FLATS FIX / TACO Y TEQUILA BAR,2123532400,EAST   23 STREET,14,53,12746
50086790,NIUDDO,9176752891,MAIN STREET,41-42,19,15932
50073745,CHIPOTLE MEXICAN GRILL #3020,7186584609,JAMAICA AVE,16002,53,7366
50092799,El MANTO RESTAURANT,9178326048,ASTORIA BLVD,10015,51,17097
40392162,BEYOGLU,2126500850,EAST   81 STREET,200,52,18848
41069646,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,7182953672,WEBSTER AVENUE,2521,16,22234
50015360,SUBSATIONAL,7189984545,CAMPUS ROAD,2901,48,2237
50099918,JOE & SAL'S PIZZERIA,9177513590,MYRTLE AVENUE,353,62,6418
50039294,CHEF QUANG GUYANESE CHINESE EXPRESS,3473053470,ATLANTIC AVENUE,3360,16,5344
50065582,OOHLALA AMBIANCE EXPRESS,7184344287,FLATBUSH AVENUE,1433,23,2515
41601611,LEFT BANK,2127271170,PERRY STREET,117,2,12017
50044908,CHIVE BLOSSOM,7185763571,BEDFORD AVENUE,394,4,8147
41370589,DELI & GRILL,7187650080,4 AVENUE,5001,51,3225
41479303,GOTHAM PIZZA,2128280888,1 AVENUE,1667,62,18991
50040175,THINK COFFEE,6466494053,WEST   30 STREET,500,13,14909
50086462,GO DETOX JUICE BAR,7182060333,JAMAICA AVE,14613,26,7118
50070543,CLARO,3477213126,3 AVENUE,284,53,4892
50057117,SNOWFOX,6469983030,EAST   23 STREET,24,47,12694
41694393,WANG VILLAGE SEAFOOD RESTAURANT,7186336111,8 AVENUE,5609,19,2685
50081475,TAIM,2122261248,MAIDEN LANE,75,52,7812
41429354,HAAGEN DAZS,6464637997,GRAND CONCOURSE,573,41,20608
50098005,CINDERELLA STORY GOLF,7188868011,BERRY STREET,8,58,10067
50063929,SUSHI TOKYO CHELSEA,2126334330,WEST   19 STREET,121,71,12701
41328516,SUTTON BAR ROOM,2129809850,1 AVENUE,1074,2,16426
41124419,BURGER HUT,7188426426,WESTCHESTER AVENUE,152112,2,21049
50046215,GREGORY'S COFFEE,6468613791,8 AVENUE,520,13,15184
41604098,SHILLA UNION,7184453155,UNION STREET,2918,50,18573
50002707,LIBERTY CATERING,6468058352,EDGEWATER STREET,1,2,1661
41087789,ISOHAMA,2128280099,3 AVENUE,1666,47,19343
50101107,FARMER'S FRIDGE - CLEARY GOTTLIEB,3122290099,LIBERTY PLZ,1,2,8006
50036578,WOLFGANG'S STEAKHOUSE BOUTIQUE,2124908300,EAST   46 STREET,16,77,15591
40393977,TONY'S PIZZA II,7189538163,RUTLAND ROAD,1107,63,4003
50074424,AMERICAN WING COMPANY,6463706640,EAST  116 STREET,159,17,19886
41304410,MOJAVE,7185454100,31 STREET,22-36,75,18838
50086014,WESTVILLE BAKERY,3476187222,EAST    9 STREET,433,13,10880
41480442,ATLANTICA,2127277735,CHELSEA PIERS,PIER 62,2,14165
50065423,TACO DEKALB MARKET/THE PAELL SHACK/DULCINEA,7186224050,ALBEE SQUARE WEST,445,53,6190
50040711,GOLDEN KRUST BAKERY,7185661557,CHURCH AVENUE,9529,16,3593
41057360,KROLEWSKIE JADLO,7183838993,MANHATTAN AVENUE,694,64,10426
41502782,BLUE AGAVE,7184390808,3 AVENUE,7215,53,2322
50090092,ORIENTAL TEA/SWEET CORNER,7189758166,60 STREET,818,13,2470
40525609,STARBUCKS,2123990714,WEST   57 STREET,322,13,18124
50098712,SEPHORA CAFE 6,9149438209,EAST   74 STREET,530,2,18231
50078146,SERIE 69 BAR & RESTAURANT,7184508109,E 170TH ST,213-15,51,21362
50092177,DA LONG YI HOT POT,9178895539,CANAL STREET,159,19,9030
41449659,POPEYES,7184844754,KINGS HIGHWAY,4930,17,2338
41414670,NEW SHENG LI CHINESE RESTAURANT,7182934066,EAST  167 STREET,389,19,21047
50017059,BASES LOADED SPORTS BAR,7188298500,WESTCHESTER AVENUE,2997,2,21690
50099801,THE RINKSIDE & LODGE BAR,2126296191,WEST   42 STREET,42,58,15276
50004408,DI DI,3474595512,PORT RICHMOND AVENUE,183,19,2625
41585030,ROCKWAY BEACH CLUB,9173316910,SHORE FRONT PKWY,9701,2,472
41171890,ROYAL CROWN BAKERY CAFE,7186680284,HYLAN BOULEVARD,1350,7,765
41702637,INTERNATIONAL WINGS FACTORY,2123482627,FIRST AVENUE,1762,17,19194
41401251,JUST SALAD,2122441111,ROCKEFELLER  CENTER,30,67,16423
40553443,DISTILLED NYC,2124310700,WEST BROADWAY,211,2,9478
50105419,"",3479988788,WOODWARD AVENUE,675,58,7534
50076090,GYRO BBQ FRIED CHICKEN,3474629696,NOSTRAND AVENUE,3680,17,741
50040676,DOS TOROS,3476623611,MAIDEN LANE,101,53,7699
40367161,MARINA DELRAY,7189316500,SCHURZ AVENUE,2894,2,20432
50088553,BX UPTOWN CARIBBEAN TASTE,6462712613,WHITE PLAINS ROAD,4061,16,22932
40868904,MCDONALD'S,7186170329,GARRISON AVENUE,875,37,20513
41009364,LIMAN RESTAURANT,7187693322,EMMONS AVENUE,2710,52,493
50087151,ALPHABET 99 CENTS FRESH PIZZA,6464788810,AVENUE A,20,62,10150
50063053,SUSHI K BAR BP,7188715227,16 AVENUE,4120,48,2479
50058618,ORIGINAL HAZI BIRYANI,7186581900,HILLSIDE AVE,17016A,8,8219
50056923,LA ESPIGA RESTAURANT AND BAKERY,7187797898,102ND ST,4211,76,13987
50077269,TENG DRAGON,2124263906,1 AVENUE,2260,19,19811
41545370,SHRINE/YATENGA,2126907807,7 AVENUE,22712269,1,14830
50004313,KFC,7188567022,FLATBUSH AVENUE,942,17,3311
40365022,LABETTI'S POST # 2159,7184429312,HYLAN BOULEVARD,390,2,1259
50017303,BATATA,3475991260,FORT HAMILTON PARKWAY,3021,54,3302
41549472,FEI TENG RESTAURANT,2122748659,EAST BROADWAY,68,19,8533
50047326,RICO CHIMI,7183663777,MYRTLE AVENUE,1492,76,6850
50002416,KONDITORI,6466960257,SMITH STREET,114,13,5931
50032878,SPOT DESSERT BAR,2126736745,SAINT MARKS PLACE,5,4,11191
50034536,PUNJABI KABAB HOUSE,7188462800,LEFFERTS BLVD,9152,42,6589
50091202,Rosita's Sun Days Restaurant,3477708095,WYCKOFF AVENUE,283,53,7016
41639326,ALIADA,7189322240,BROADWAY,2919,36,17276
50006464,LA ROOSE CATERING HALL,7188820014,WHITE PLAINS ROAD,4848,2,23045
50071927,IL BASTARDO,2122622525,WEST   27 STREET,544,46,14681
50040512,PANDA HOUSE @1638 BEDFORD AVENUE,7182706013,BEDFORD AVENUE,1638,2,4104
50010135,XI'AN FAMOUS FOODS,7188887713,MAIN ST,4110,19,16122
41201903,GOLDEN HARBOR RESTAURANT,7183351888,63 AVENUE,8216,19,10066
50008170,SOUTH SHORE HOT BAGELS,7182278600,ARTHUR KILL ROAD,4882,26,49
50091598,NO. 1 CHINESE RESTAURANT,2127403188,WEST  181 STREET,825,19,21849
40735965,MESIVTA EITZ CHAIM,7184382018,48 STREET,1577,48,2239
50083336,LUNETTA PIZZA,2127588100,1 AVENUE,1162,63,17252
40379149,MONTE'S,2122289194,MACDOUGAL STREET,97,46,11212
50083132,Reception Bar,3103418175,ORCHARD STREET,45,50,9025
41464310,VILLA PARADISIO,7182272405,GREAVES LANE,145,46,172
41365003,BROWNIE'S CAFE AT COLUMBIA,2128656590,AMSTERDAM AVENUE,1172,69,20224
50012038,KATIE O'S,7187737685,EAST NEW YORK AVENUE,452,72,3858
50067257,SAJHOMA RESTAURANT,3476737555,NEW LOTS AVENUE,408,76,3875
41407999,BERMUDEZ BAKERY,2124272877,LEXINGTON AVENUE,1875,7,19918
40863010,WASHINGTON SQUARE DINER,2125339306,WEST    4 STREET,150,2,11569
50009197,EL RINCON CRIOLLO,7186398158,JUNCTION BLVD,4009,51,14248
41625562,NEW CHEF HONG KITCHEN,7182733636,VICTORY BOULEVARD,55,19,2708
50073708,IN BETWEEN CAFE,7189741116,FLUSHING AVENUE,1866,2,8302
50087176,K & L DAIRY FARM,2015752557,37TH AVE,7601,26,14314
41021991,EXTRA VIRGIN,2126919359,WEST    4 STREET,259,52,12034
41396382,EL CONQUISTADOR RESTAURANT,7185655491,BROADWAY,6304,51,14486
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,7184782215,108 STREET,3924,51,14743
40512403,CHINA CHALET,2129434380,BROADWAY,47,19,7648
40999727,KGB BAR,2125053360,EAST    4 STREET,85,2,10639
50099216,RENIX SPORTS BAR,7184576057,103RD ST,3764,2,15031
41466245,ATLIXCO BAKERY & DELI,7183900171,ST PAULS AVE,1012,53,2212
50056606,"NATHAN'S, POPEYES",7187973803,FLATBUSH AVENUE,25,2,5944
50011784,HALAL RESTAURANT,3474057708,FULTON STREET,1174,1,5274
50046863,COCINA DEL SUR,6462741995,WEST   38 STREET,40,51,14774
50057253,CHAMPIGNON CAFE,2129871706,MADISON AVENUE,1389,2,19538
50015494,DRUNKEN FISH,7188211283,METROPOLITAN AVENUE,52-35,47,8497
50045887,SCARR'S PIZZA,2123343481,ORCHARD STREET,22,62,8884
40701525,"SKADDEN ARPS, SLATE",2127355243,TIMES SQ FL 36,4,2,15733
41386105,GRACIE-MEWS RESTAURANT,2128612290,1 AVENUE,1550,2,18663
50063189,DENNY'S,9177971502,AMBOY ROAD,4370,2,132
40883049,DUNKIN',7184204920,BAY STREET,1145,27,1483
50068855,ROLEN BAGEL,7186015375,RIVERDALE AVENUE,3601,6,22881
41197199,AMC THEATRES,2127216023,BROADWAY,2310,2,19502
50065671,SOTTO LE STELLE,7186852086,QUEENS BOULEVARD,44-07,63,13129
40396000,JULES BISTRO,2124775560,ST MARKS PLACE,65,33,10957
50084838,HONGBAO RESTAURANT,9173066664,8 AVENUE,4915,19,2956
41698148,"DUNKIN', BASKIN ROBBINS",7184240615,80 STREET,6010,2,10466
41569904,SWAGAT,2123621400,AMSTERDAM AVENUE,411A,42,19351
50058798,GOOD STOCK,9172884889,CARMINE STREET,31,73,11357
40720832,LEONIDAS,2124229600,HANOVER SQUARE,3,13,7477
41418301,THE SMILE,6463295836,BOND STREET,26,52,10632
41424528,NEW YORK STOCK EXCHANGE,2126563815,WALL STREET,11,2,7765
50072266,TOPOS BOOKSTORE CAFE,3479275680,WOODWARD AVENUE,788,13,7360
50039564,TRAVESIAS CAFE/LA PARADA,9172515550,E TREMONT AVE,3830-34,51,20802
50006762,DZIUPLA,7183886194,BEDFORD AVENUE,194,64,9186
50073523,LECHONERA POLLO SABROSO DEL VALLE,9178010091,EAST  174 STREET,920,76,21309
50058444,TRACEY ANDERSON,6469645820,FRANKLIN STREET,90,49,9328
50039396,SUGAR FACTORY MEATPACKING,2124148700,WASHINGTON STREET,835,2,12626
41547788,PETROSSIAN BOUTIQUE & CAFE,2122452217,7 AVENUE,911,33,17999
41659069,FREDDY'S PIZZA,7187674502,150TH ST,1266,62,19608
41288962,WEST 190TH PIZZA,2129234441,ST NICHOLAS AVENUE,1611,62,22064
50051927,KENNEDY FRIED CHICKEN,7182106999,3 AVENUE,2232,17,19999
40889676,UNO CAFE & BILLIARDS,7185650048,ROOSEVELT AVENUE,78-01,2,13912
50013172,RIVERDALE PIE GUYS,7187086128,MOSHOLU AVENUE,5784,62,23032
50078947,GREEN TEA,7187206588,RICHMOND TERRACE,54,19,3109
50000441,RA @ Y & R,2122103018,COLUMBUS CIRCLE,3,2,18103
50070536,COCU ROTISSERIE,6469520179,CARMINE STREET,26,76,11375
41471148,TALLGRASS BURGER,2122532990,1 AVENUE,214,37,11422
41499169,THE LAMBS CLUB,2129975262,WEST   44 STREET,130,2,15826
40369983,THE DART SPORTS BAR,7182911894,PARSONS BOULEVARD,83-18,2,8866
50057005,SHU HAN JU RESTAURANT II,2123588898,3 AVENUE,58,19,11507
41152741,BEACH CAFE,2129887299,2 AVENUE,1326,2,18163
41249394,THE GREY DOG'S COFFEE,2124144739,UNIVERSITY PLACE,90,2,11858
41232726,BG BAR/MEHANATA,2126250981,LUDLOW STREET,113,28,9563
50086894,CAFE ZAIYA,2127790740,AVENUE OF THE AMERICAS,1073,47,15255
50045323,BROADWAY SNACKS,9172449852,JUSTICE AVE,8610,19,12301
41600677,XO TASTE,2123438339,ELIZABETH STREET,41,19,9087
40379566,LONDON LENNIES,7188948084,WOODHAVEN BOULEVARD,63-88,71,10052
40364518,7B BAR,2126776742,AVENUE B,108,2,10406
41165980,ZIBETTO ESPRESSO BAR,6467070505,6 AVENUE,1385,13,17553
50070279,China Kitchen,7187981845,ASTOR AVENUE,749,19,22188
41689204,DINING ROOM,7184888901,WILLOUGHBY STREET,56,2,6315
41007766,NEW RED STAR,7183783006,SOUTHERN BOULEVARD,795,19,20483
50001916,REFINERY LOBBY BAR,8477859617,WEST   38 STREET,63,2,14828
50000060,ATLAS STEAKHOUSE,9178039946,CONEY ISLAND AVENUE,943,66,2406
41004014,WOODHAVEN HOUSE,7188945400,WOODHAVEN BOULEVARD,63-98,45,10020
50013436,La Colombe,2129299699,VANDAM STREET,75,13,10675
50078609,CHOI FOOK RESTAURANT,7189752818,86 STREET,2050,71,1041
41622592,GENNARO'S AT COUNTRY LANES,7183510192,HYLAN BOULEVARD,1600,2,639
40879245,GRAND HYATT NEW YORK HOTEL,6462136774,@ GRAND CENTRAL,0,2,15024
50091093,FULTON HOT DOG KING,7188380237,FULTON STREET,491,2,6184
50075252,ASIAN WOK,2127660821,FULTON STREET,88,4,7995
50069659,DUNKIN',7184793153,JAMAICA AVE,21102,27,8843
50016020,BANHMIGOS,7184839933,PARK PLACE,636,83,4578
40367038,MEXICO LINDO RESTAURANT,2126793665,2 AVENUE,459,53,12521
41087075,BETWEEN THE BREAD,2125811189,WEST   55 STREET,145,2,17561
41653485,L ANGE NOIR CAFE,7187101188,VARET STREET,247,33,7407
50058659,JOJO'S PHILOSOPHY,6466697930,BLEECKER STREET,169,2,11049
50009047,IZAKAYA NOMAD,2122136258,WEST   26 STREET,13,47,13266
